"","Title","Location","Plaque.text.Description","Agriculture","Archaeology","Artsculture","Blackheritage","Buildingsstructures","Communities","Disasters","Education","Environment","Exploration","FirstNations","Franco","Furtrade","Industry","Organizations","People","Politics","Religion","Scientific","Sports","Transportation","Warconflict","Womenhist","Region","County.District","Municipality","Latitude","Longitude"
"1143","Trans-Canada Highway, The","On a cairn near Chippewa Falls at the approximate midpoint of the route, Highway 17, about 13 km east of Batchawana Bay","This plaque stands at the halfway point of the Trans-Canada Highway, which runs from St John's, Newfoundland, to Victoria, British Columbia. Its construction, in conjunction with the provinces, was authorized by the federal parliament in 1949.
The official opening for through traffic of this 4,859-mile route,  of which about 1,453 miles are within Ontario, took place on September 3, 1962. However, with the completion of a section of Highway 11 between Longlac and Hearst in 1944, it had been possible previously to cross Ontario from Quebec to Manitoba within this province. The opening of the Trans-Canada Highway provided a superior and shorter artery, drawing together widely separated regions of Ontario.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,"Northern Ontario","District of Algoma","Batchawana Bay",NA,NA
"1144","Trent University","At the driveway entrance to the Bata Library Building, Trent University, Peterborough","In 1957, public-spirited residents of Peterborough formed a Citizens' Committee to examine the possibility of creating a university to serve the Trent Valley. By letters patent of August 9, 1960, this committee became Trent College Limited and in the following year a group of academic advisers, under the chairmanship of President-designate T.H.B. Symons, organized the University's Academic Planning Committee. A provincial charter of 1963 established Trent as a degree-granting university which admitted its first students in September 1964. That year the renovation of Rubidge Hall and the creation of Robinson and Traill Colleges gave Trent a downtown campus. The opening of Champlain College (1967) and Lady Eaton College (1968) marked the beginning of the main campus.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Central Ontario","County of Peterborough","City of Peterborough",44.35745,-78.29156
"1145","Trent-Severn Waterway, The","Near the Kirkfield lift lock, Highway 503, about 3 km north of Kirkfield","The canalization of the waterway from the Bay of Quinte to Lake Simcoe to provide communications between Lake Ontario and the new settlements around Peterborough was proposed officially in 1872. The project was begun 1833-35 with a survey of a route and the building of a lock at Bobcaygeon. Work proceeded sporadically but by 1872 local navigation was possible on long sections of the route. After 1880 pressure increased on the federal government to complete the waterway (including an extension to Georgian Bay) as a route for traffic from the West, and the final stage of construction was begun in 1895. Opened for small boats in 1920, the Trent Severn is one of the province's major recreational waterways.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Central Ontario","City of Kawartha Lakes (District)","City of Kawartha Lakes",44.59026,-78.9902
"1146","Trinity Anglican Church 1836","On the grounds of the church, Pitt Street, Port Burwell","This frame building was begun in 1836 and completed the following year. An example of simple early Gothic Revival architecture, this church was constructed as a result of the interest and substantial financial assistance of Lieutenant- Colonel Mahlon Burwell (1783-1846). A noted land surveyor, Burwell was the founder of this community and served as a justice of the peace and a member of the legislative assembly. The Venerable John Strachan, Archdeacon of York, preached the first sermon in Trinity Church and the first resident
clergyman to serve its congregation was the Reverend Thomas
B. Read.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Southwestern Ontario","County of Elgin","Municipality of Bayham",43.65446,-79.38158
"1147","Typhus Epidemic 1847, The","At St. Mary's Cemetery, Kirkpatrick and Kingscourt Streets, Kingston","Though typhus had been epidemic periodically in Canada since the 1650s, the worst outbreak occurred in the summer of 1847. In that year some 90,000 emigrants embarked for Canada, most of them refugees from the potato famine then ravaging Ireland. Nearly 16,000 died of typhus, either at sea or after their arrival in Canada. Those stricken while passing through Kingston found shelter in makeshift ""immigrant sheds"" erected near the waterfront. Despite the efforts of local religious and charitable organizations, notably the Sisters of the Religious Hospitallers of St. Joseph and the ladies of the Female Benevolent Society, some 1,400 immigrants died. Buried near the present general hospital, their remains were re-interred here in 1966.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"Eastern Ontario","County of Frontenac","City of Kingston",44.25316,-76.50186
"1148","Umfreville's Exploration 1784","In McKenzie Park, Highway 72, about 5 km south of Sioux Lookout","A fur trader, Edward Umfreville, passed here in July 1784. He had been commissioned by the North West Company to discover an alternative to the traditional canoe route to the West via the Grand Portage and Pigeon River, which had come under American control. Leaving Lake Superior, he ascended the Nipigon River and struck westward from Lake Nipigon via an intricate course that included the Wabinosh River, Sturgeon Lake, Lac Seul and the English River. He reached the junction of the English and Winnipeg rivers on July 23. Umfreville's favourable opinion of this route was not shared by the Nor'Westers, who ultimately adopted the long-disused
Kaministiquia route, rediscovered in 1798 by Roderick McKenzie.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"Northern Ontario","District of Kenora","Municipality of Sioux Lookout",NA,NA
"1149","Union of the North West and Hudson's Bay Companies","By the Information Centre at Old Fort William, south of Broadway Avenue, Thunder Bay","In the late eighteenth century, most of the fur traders using the Ottawa River-Great Lakes canoe route into the interior of North America belonged to the North West Company, which used Fort William as its inland headquarters. To the north, the rival Hudson's Bay Company exported furs by ship from its sub- Arctic posts. By 1810, both companies were expanding their operations inland into the fur-rich Athabaska area. Their intensifying competition provoked violent clashes between contending traders. Disturbed by the bloodshed and the disruption of trade, the British government insisted that the two companies settle their differences. In 1821, they merged into a jointly owned monopoly that adopted the name and northern trade routes of the Hudson's Bay Company.",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Northern Ontario","District of Thunder Bay","City of Thunder Bay",NA,NA
"1150","Unitarian Universalist Church of Olinda","On the grounds of the church, Olinda Sideroad and Gosfield Road South, in the former hamlet of Olinda, north of the village of Ruthven","The Universalist faith developed in New England in the late 1700s and reached Canada in the early 1800s. Its central doctrine of universal salvation made it more liberal and inclusive than most Christian churches of the day. Local farmer Michael Fox began organizing Universalist services in the hamlet of Olinda around 1860. Twenty-three men and women formed a congregation in 1880 and built this church the following year. It was one of six Universalist churches in Ontario at the time.
From 1938 until 1961, when the Universalists merged with the Unitarians, it was the only Universalist church in the province. This church is the oldest in Canada used continuously by a Universalist or Unitarian congregation.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Southwestern Ontario","County of Essex","Town of Kingsville",NA,NA
"1151","University of Ottawa, The","Beside Tabaret Hall, 550 Cumberland Street, University of Ottawa, Ottawa","This institution was established in 1848 by Bishop Joseph- Eugène Guigues and placed under the direction of the Oblates of Mary Immaculate. Incorporated by Act of Parliament on May 30, 1849 as the College of Bytown, it occupied a three-storey frame building in the garden of the Episcopal Palace. Renamed ""College of Ottawa"" in 1861, it received university status five years later, and was decreed a pontifical university by Pope Leo XIII in 1889. The college, which has occupied its present site since 1856, was destroyed by fire on December 3, 1903, but quickly rebuilt. Administrative control of this, Canada's first bilingual university, was transferred in 1965 from the Oblates to a board of governors.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ottawa","City of Ottawa (District)","City of Ottawa",NA,NA
"1152","University of St. Jerome's College","In the college courtyard, 200 Westmount Road North, on the campus of the University of Waterloo","One of several classical colleges established in Ontario during the mid-19th century, St. Jerome's was founded by resurrectionist priests in 1865 to serve German Roman Catholics in Waterloo County. Under the charge of Reverend Louis Funcken, C.R., it offered two courses of study – a four- year academic program designed to prepare students for professional studies or for the priesthood, and a two-year commercial program designed to produce strong Catholic business leaders. In the decades following its founding, the college developed gradually, both improving and expanding its curricula. In 1947, it affiliated with the University of Ottawa and, in 1959, it gained independent university status. The next year, St. Jerome's entered into federation with the University of Waterloo as the founding church college of that institution.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Southwestern Ontario","Regional Municipality of Waterloo","City of Waterloo",NA,NA
